Comment,detected_language,translated_text
wenneth minisu ewa balala sathutu wennekote eth samahara niliyo kiyann inne minisu langa manusskama ne e manusseya wadipure illanne cash payment ekak kerepu hinda e gane podi ganak unnath e weel eka padine manusseya kochere asarane wela wenne athida oya tika hambe krla gedere aran gihin paula nadathu keranne,eng,wenneth minisu ewa balala sathutu wennekote eth samahara niliyo kiyann inne minisu langa manusskama ne e manusseya wadipure illanne cash payment ekak kerepu hinda e gane podi ganak unnath e weel eka padine manusseya kochere asarane wela wenne athida oya tika hambe krla gedere aran gihin paula nadathu keranne
කොලබ ජොබ් කරන්න අපු මිනිස්සු වැඩ ඉවරවෙච්ගමන් pickmeදාාගෙන දුවනවා හැබයි මෙලොදෙයක් දන්නෙ නැ මැප්එකට ඵන්න දන්නෙනැ අයතනයෙ වැරදි මෙදෙවල් දැනුවත් කරන්න ඔනෙ,sin,"Fuck the job, people are running around picking up the road. Hi, I don't know anything. I need to know what's wrong with the map."
මමනම් booking එක දාපු ගමන් driverට call කරල කියනවා card payments කියලා නහයෙන් අඩන්න ගත්තොත් cancel කරල වෙන එකක් book කරනවා,sin,I'll call the driver and tell him to cancel the booking and cancel the card payments.
මේක කියන කෙනා ගැන ගුණ දොස් කියන්නෙ නැතුව වෙලා තියන දේ ගැන කතා කළොත් නම් ඒක ඇත්තටම කරදරයක් ඔතන වෙන්නෙ direct cash hire වලදි සල්ලි එයාලගෙ අතට එනව පස්සෙ තමයි company එකේ ගාන ගෙවන්නෙ හැබැයි card hire එකේදි company එකේ ගාන කැපිල ඉතුරු ටික තමයි driver ගෙ account එකට එන්නෙ ඒ නිසා hire යන්න බෑ කියනව නිතරම උදේම සල්ලි අතට එන්න ඕනලු හිස් අතින් ගියාම දවස හොඳ නෑලු හැබැයි කොරෝන දවස් වල hire යද්දි බලෙන් කියල card වලට මාරු කරගත්ත සල්ලි ඇල්ලුවම බෝ වෙනව කියල cash මාරු කරන්න වෙන වෙලාවල් එනව මට එහෙම උනා පර්ස් එක ගෙදර දාල ගිහින් අමතක වෙලා නැත්තං සල්ලි හරි card හර අමතක වෙලා ගිහින් මගදි මතක් උනාම අනිත් දේ ලොකු ගානක හයර් එකක් යන්න උනොත් උදේට පරක්කු වෙලා traffic එකේ ඉඳලම ATM එකකට යන්නත් වෙලා නැත්තං ඕක කරන්න වෙනව හැබැයි card දැම්ම කියල ගමන අතරමග නවත්තල බහින්න කිව්වම වෙන වාහනයක් ගන්නත් බැරි තැනක නම් ගෑනු කෙනෙක් විදියට කොච්චර අසරණ වෙනවද ඒක රෑක උනොත් තවත් අසරණයි මේ ලංකාවෙ ඉස්සර තනියෙන් පාරෙ යන three wheel එකක් නවත්තන් යන්න බය උන අයට මේ PickMe කියන්නෙ ලොකු සහනයක් ඒකෙත් මේ වගේ drivers ල සෙට් උනාම කොහොමද ගෙ පැත්තෙන් සල්ලි ප් ‍ රශ්න ඇති යන කෙනාගෙ පැත්තෙනුත් ඒ වගේ තමයි මේක ලංකාවනෙ සල්ලි හොඳට තියෙනව නම් තමන්ගෙ වාහනයක් අරන් යනවනෙ wheel එකක් book කරන් යන්නෙ එච්චර සල්ලියක් නැති නිසානෙ සල්ලි නැති නිසා credit card වලිනුත් hire දාන් යන්න වෙනව යන්න ඕනම ගමන් තියන කොට,sin,"And if you're talking about the person who says this without being blamed, it's really hard to say that when you hire cash directly, the company pays the money, but when you hire the card, the company pays the money, and the rest of the money goes to the driver's account, so you can't always get the money, so you can't always get the money in the morning, and you want to go empty-handed, and the day is not good, but in the days of Corona, when you're going to hire the person who's been forced to transfer the money, the money will be lost, and when you're going to pay the money, and then you're going to have to leave the wallet at home, or you've forgotten the money, and you're going to forget the money, and you're going to remember the other thing, and you're going to go big, and you're going to have to go big, and you're going to have to have to go big, and you're going to have to have to have to go big, and you're going to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have to have a card to pick up three new cars, and you're going to have to have to have to have to have to have to have to have to have to have to have a new card to have to have to have to have to have a new card like this."
දුවන්ද කට්ටියට විතරි දන්නවා සල්ලි කොච්චරක් හම්බු කරුත් එකේ card payment දෙමමුත් අර සල්ලි ඉතුරු වෙන්න නෙහ ඔක්කොම companya කපාගන්නවා එකී වෙඩිම කට්ටිය කෙමත්තක් වෙන්න නෙහ customers ලා ට එක හොදි but ද්රිවෙර්ස් ලා ට එක ගොඩක් වෙලාව එක හැමවෙන්න නෙහ,sin,"The guys know how much money they make, but the money doesn't save them, and the companies cut it off."
මුලින්ම card හයර් දාලා තිබුණා නම් ඔය කොල්ලා හයර් එක ගන්නේ නැහැ නේමගදී තමා card වලට වෙනස් කරල තියෙන්නේ සමහරක් උන් comment එකේ දාලා තියෙනවා සල්ලි ගෙනියන්නේ නැහැ card එකේ තමා තියෙන්නේ කියලාඋඹලා සල්ලි ඕන තැනක තියා ගන්න එ අතට ලැබෙන සොච්චම් මුදලෙන් තමා තෙල් ගහ ගන්නේඑ හින්දා හයර් එකක් දාද්දී ඔය රියදුරන්ව රස්තියාදු කරන් නැතුව හරියට දාන්න,sin,"If you had put the card first, the kid wouldn't have taken the card, but he changed it to the card. Some of them put it in a comment that they don't take the money."
මේක වීල් එකක් නිසා කොල්ලට බනිනව දාගෙන කාර් එකක් වුනා නම් ඔය වීඩියෝ එකවත් නෑ කාර් ඩ් ‍ රයිවර්ලත් ඕන තරම් ඉන්නවා කෑශ් ඉල්ලන මම නම් අවංකවම අතේ සල්ලි තියෙනව නම් කෑශ් වලින් දෙනවා ඒ වගෙම කීයක් හරි වැඩියෙන් දෙනවා අවශ් ‍ ය කරන වෙලාවට එනවනම් මොකද ඒ මිනිස්සුත් දවසෙ මැච් එක මත තමයි පවුලම නඩත්තු කරන්නෙ එකපාරක් කෑම ඕඩර් එකකට කාඩ් වැටිල තිබිල මගදි මීටර් වෙලා ඒක කෑශ් කරා ඩ් ‍ රයිවර් කියන්නෙ නැතුව මොකාද පිරිමියෙක් දන්නව තවත් පිරිමියෙක් ජීවිතේ ගැටගහන්න කන කට්ට කමෙන්ට් දාල තියෙන පොශ් කියල කියන අයට නම් ඒව ගානක් නෑ මොකද කාගෙ කාගෙන් හරි ලැබෙන වියදම් ටික,sin,"If this is a wheel, and the kid's got a car, there's not even that video, there's plenty of drivers asking for cash, and I'll honestly give you cash if you have it and give you more when you need it, because those guys are the ones who keep the family on the game every day, once they've got a food order, and they've got a meter down the road, and they've got a cash machine, and they've got a driver who knows what, and they've got a lot of guys who want to tie up their life, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little cash machine, and they've got a little bit of a little cash machine, and they've got a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a cash, and they've got a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a cash, and they've got a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit"
උදේ පාන්දර මිනිහෙක්ට එපා කරවල ඌට දවස මූසල කරන්න එපාඌ හයර් එක යන්න බෑ කියල නෙවෙයි කියන්නේ පලවෙනි එක නිසා සල්ලි ඉල්ලන්නේඔයා පොඩි බිස්නස් එකක් පටන් ගන්නකෝ උදේ පාන්දර ඔයා වගේම පොත්ත සුදු මූසලයෝ ටිකක් කඩේට ගෙනත් දාන්නම් එතකොට තේරෙයිඅහින්සක මිනිස්සුන්ගෙන් ආතල් ගන්න එපා බොරු සීන් දාල,sin,"Don't bother a guy with a morning mousetrap, and he can't go to the hairdresser, because the first one is asking for money. Start a small business."
ekanm atta pick me eke inne maha sakkilima drivers la,eng,ekanm atta pick me eke inne maha sakkilima drivers la
JA YA NI මාත් එදිනෙදා ගමන් බිමන් වැඩිහරියක්ම යන්නේ pick me එක ඔස්සේ මෙතෙන් මුනුගැහිලා තියන රියදුරන්ගෙන් 75ම කිසි කමකට නැති මිනිස්සු සමහර එව්න් හයර් එක ගිහින් ඉවර උනාට පස්සෙත් අපේ phone number එකට කොල් මැසෙජ් කරලා කරදර කරනවා me app එකේම option දීලා තියෙනවා card ද cash ද කියලා එහෙම දාලා තියෙන්නේ ඒ දෙකටම හයර් එක යන්න ok නිසා නේ මං බොහො වෙලාවට card එකෙන් තමා ප් ‍ රේ කරන්නේ හයර් එක යන්න ඔන තැනට ගිහින් සමහර එව්න් සල්ලි ඉල්ලනවා card option එක කැන්සල් කරන්න ඒක හරියන වැඩක් නෙවෙ කියලා එහෙම හයර් දුවන්න බැ කියලා ගන්නවා නම් ගන්න කියලා මං අනන්තවත් කාඩ් එකෙන් ප් ‍ රේ කරලා ඇවිල්ලා තියෙනවා ඇයි යකෝ අපිට ලෙසි නිසා නෙ අපි එහෙම කරන්නේ එතකොට pick me company එකෙන් දීලා තියන නීතිරිති වලට එකග නොවිද මෙ මිනිස්සු company එකට joined උනේ එහෙම නම් card option එක app එකෙන්ම ඇයින් කරලා දාන්න ඔන තවත් සමහර රියදුරන් ඉන්නවා කෑශ් හයර් දාලා අපි යනවා හයර් එක ඉවර උනාම කියනවා අනෙ මිස් මාරු සල්ලි නැද්ද කියලා ඉන්න මං මාරු කරන් එන්නම් කියලා ඒ මිනිහා දස අතේ යනවා අපි හදිසි ගමනක් යන්න ආවා නම් මොකද වෙන්නේ ඒ මිනිහා සල්ලි මාරු කරනකම් ඉන්න ඕන එතනට වෙලා මේක නම් හැමදාම වෙන දෙයක් මං බොහො වෙලාවට කාඩ් එකෙන් සල්ලි ගෙවන්නේ ඔන්න ඔය නිසයි එතකොට අවශ් ‍ ය ශත පනහද ඒකත් එයාලාට යනවා නේ කැපිලා අපි කැශ් කරන්න ගියොත් තමා මේ ඔක්කොම ප් ‍ රශ්නඑතකොට දැන් අපි හයර් යන්න ඔන මොන option එක use කරලද තවත් සමහර රියදුරන් ඉන්නවා location එකටම ඇවිල්ලා යන්න ඔන තැන අහනවා එතකොට අපි යන්න ඔන තැන දාලා තියෙන location එක හරි කිව්වම එයලා කියනවා මේන් පාරෙන් යන්න බැ අර පාරෙන් යන් කියලා දවසක් ඒ දේ උනා මට මං එහෙම යන්න බැ කිව්වා මොකද ඒ පාර ගොඩක් දුර නිසා මේ මිනිහා මට බැන්නා එහෙම කරන්න බැ මේ පරෙන් යන් කියලා මං කිව්වා අපි පිනට යන්නෙ නැ නෙ සල්ලි දිලා නෙ යන්නෙ මට ඔන තැනටයි මට ඔන පරෙන් ඔයා යන්න ඔන කියලා අපි කව් රුත් ලග පරෙන් මිසක දුර පරෙන් ගමනක් යන්නෙ නැ නෙ මං කිව්වා එහෙනම් ඔයා යන්න අපි cancel කරලා වෙන වාහනයක් ගන්නම්ඔයා ගෙදර ඉන්න pick me එකෙ වැඩ කරන්න බැ නම් කියලා මේ මිනිහා මට කුනුහර්පයෙන් හොදටම බැන වැදලා යන්න ගියා ඉතාම අතලොස්සක් පමනයි හොද රියදුරන් සිටින්නේඉතාම කනගාටුයි PickMe සම්බන්දව,sin,"And I'm going to pick me up every day, and I'm going to pick me up every day, and 75 of the drivers I meet here are the ones that are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and some of the people who are not, and the people who are not, and the people who are going to get the people who are going to get the people, and some and some things that are going to get the people, and some of the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the wrong, and some of the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the wrong, and some things that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the people that are going to get the wrong, and they are going to get the people that are going to get the people that are going to get the right, and some things that are going to get the people that are going to get the people that are going to get the right, and they are going to get the people that are going to get the right, and what are going to get the people that are going to get the right, and what are going to get the right, and what are going to get that are going to get the right, and what are going to get that are going to get the right, and what are going to get that are going to get the right, and what are going to get that are going to get that are going to get that are going to get the right, and what are going to get that are going to get that are going to get the right, and what are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going to get that are going that are going that are going that are going that are going that are going to get that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that and that are going that are going that are going that are going that and that are going that are going that and that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that are going that and that are going that are that and that are going that are going that are going that are that are going that are going that and that are going that are that are that are going that are that are going that are going that are that are that are that are that that that are that are that are going that are that are that are that that are that are going that are that are that are that are that are that are that are that are that are going that are that that are that are going that that that are that are going that that that are going that are that that that that that that that that that that are that that that that that that that that are that that that that that that that that that that that that that that that that that that that that are that that that that that that that that that that that that that that are that that that that that that that that that that that that that that that that are that that that that that that that that that that that that that that that that that that that that that are that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that that"
පොශ් වුනාට වැඩක් නෑ අතේ සල්ලි නැතිනම් ලංකාවේ හැමතැනම card payment නෑපන්සල් පල්ලි වලට සල්ලී දාන්නේ card දාන්නේ නෑ වගේ තමා ලංකාවේ card payment ටික දෙනෙක් කරන්නේfood city වගේ නෙවෙයි අනික pick me මිනිස්සු හයර් කරන්නේ සල්ලි කීයක් හරි හොයාගන්ඩ නැතිව එක එකාගේ පඩ ශෝ බලන්න නෙවෙයි,sin,"It doesn't matter if you have cash or credit cards in your hand or if you don't have credit cards in your church, it's not like a few people in the country pay by credit card, it's like a food city, and pick me, it's like people hire money without getting paid."
ඌට පලවෙනි හයර් එක කෑෂ් වලින් ඕනේ කියලා යන කෙනා දන්නෑනේ ත් ‍ රීවිලර් එකට පෙට් ‍ රල් ගහන්න ඕනේ කියලා කොහොමද කස්ටමර් දන්නේ කෑෂ් ටික කාඩ් කලා කියලා ඌට ඇයි මෙච්චර තරහා යන්නේ ඒ option එක තියෙන්නේ කස්ටර්මට ට පාවිච්චි කරන්න තමයි ඌ ඒක දන්නැද්ද හයර් දිවුවට හයර් එක ගත්තානම් කස්ටර්මර් ට කතා කරන්න දැන ගන්න ඕනේ is king කියලා මූ අහලා නැතුවැති ලා නැත්තන් මුන් කොහොමද හයර් දුවලා ජීවත් වෙන්නේ මුන් හයර් අරන් ඒ මදිවට යන උන්ට සද්දෙත් දානවා මේ වගේ අපතයෝ හින්දා තමයි ත් ‍ රීවිල් රස්සාව කරන හයර් දුවන අනිත් මිනිස්සුත් නිකන් බැනුම් අහන්නේ අදකාලේ ත් ‍ රීවිල් වල යන අයට සමාජයේ ගරුකිරීම් හරි අඩුයි අඩු නොවී තියෙයිද මේ වගේ එවුන් ඉන්නකල්,sin,"The guy who wants the first hair in cash doesn't know how to get the three-wheeler to gas, how does the cashier know that the cash card is on him? Why is he so angry?"
